Datum,Uhrzeit,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,
27-01-2017,13:51,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3150,09"
27-01-2017,13:51,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,Transaktionsgebühr,,EUR,"-0,08",EUR,"-3146,09"
27-01-2017,13:51,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,"Kauf 20 zu je 10,39",,EUR,"-207,80",EUR,"-3146,01"
25-01-2017,16:52,NASDAQ 100 SL 5497.04  HB 1.00  FN 54...,NL0012061956,Transaktionsgebühr,,EUR,"-4,00",EUR,"-2938,21"
25-01-2017,16:52,NASDAQ 100 SL 5497.04  HB 1.00  FN 54...,NL0012061956,Transaktionsgebühr,,EUR,"-0,06",EUR,"-2934,21"
25-01-2017,16:52,NASDAQ 100 SL 5497.04  HB 1.00  FN 54...,NL0012061956,"Verkauf 40 zu je 3,81",,EUR,"152,40",EUR,"-2934,15"
25-01-2017,11:44,,,Einzahlung,,EUR,"100,00",EUR,"-3086,55"
25-01-2017,10:12,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3186,55"
25-01-2017,10:12,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,Transaktionsgebühr,,EUR,"-0,04",EUR,"-3182,55"
25-01-2017,10:12,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,"Kauf 80 zu je 1,25",,EUR,"-100,00",EUR,"-3182,51"
25-01-2017,08:18,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3082,51"
25-01-2017,08:18,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,Transaktionsgebühr,,EUR,"-0,11",EUR,"-3078,51"
25-01-2017,08:18,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,"Kauf 200 zu je 1,39",,EUR,"-278,00",EUR,"-3078,40"
23-01-2017,16:17,DAX SL 10908.07  HB 6.84  FN 10908.07...,NL0011862750,Transaktionsgebühr,,EUR,"-4,00",EUR,"-2800,40"
23-01-2017,16:17,DAX SL 10908.07  HB 6.84  FN 10908.07...,NL0011862750,Transaktionsgebühr,,EUR,"-0,07",EUR,"-2796,40"
23-01-2017,16:17,DAX SL 10908.07  HB 6.84  FN 10908.07...,NL0011862750,"Verkauf 22 zu je 7,61",,EUR,"167,42",EUR,"-2796,33"
23-01-2017,10:28,BYD CO. LTD H YC 1,CNE100000296,Transaktionsgebühr,,EUR,"-2,00",EUR,"-2963,75"
23-01-2017,10:28,BYD CO. LTD H YC 1,CNE100000296,Transaktionsgebühr,,EUR,"-0,01",EUR,"-2961,75"
23-01-2017,10:28,BYD CO. LTD H YC 1,CNE100000296,"Kauf 20 zu je 5,13",,EUR,"-102,60",EUR,"-2961,74"
23-01-2017,09:45,DAX SL 10908.07  HB 6.84  FN 10908.07...,NL0011862750,Transaktionsgebühr,,EUR,"-4,00",EUR,"-2859,14"
23-01-2017,09:45,DAX SL 10908.07  HB 6.84  FN 10908.07...,NL0011862750,Transaktionsgebühr,,EUR,"-0,06",EUR,"-2855,14"
23-01-2017,09:45,DAX SL 10908.07  HB 6.84  FN 10908.07...,NL0011862750,"Kauf 22 zu je 7,37",,EUR,"-162,14",EUR,"-2855,08"
19-01-2017,18:58,ENDEAVOUR SILVER CORP,CA29258Y1034,Transaktionsgebühr,,EUR,"-7,50",EUR,"-2692,94"
19-01-2017,18:58,ENDEAVOUR SILVER CORP,CA29258Y1034,Transaktionsgebühr,,EUR,"-0,29",EUR,"-2685,44"
19-01-2017,18:58,ENDEAVOUR SILVER CORP,CA29258Y1034,"Verkauf 100 zu je 3,6",,EUR,"360,00",EUR,"-2685,15"
18-01-2017,16:10,NASDAQ 100 SL 5497.04  HB 1.00  FN 54...,NL0012061956,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3045,15"
18-01-2017,16:10,NASDAQ 100 SL 5497.04  HB 1.00  FN 54...,NL0012061956,Transaktionsgebühr,,EUR,"-0,07",EUR,"-3041,15"
18-01-2017,16:10,NASDAQ 100 SL 5497.04  HB 1.00  FN 54...,NL0012061956,"Kauf 40 zu je 4,66",,EUR,"-186,40",EUR,"-3041,08"
18-01-2017,08:01,CAMECO CORP,CA13321L1085,Transaktionsgebühr,,EUR,"-7,50",EUR,"-2854,68"
18-01-2017,08:01,CAMECO CORP,CA13321L1085,Transaktionsgebühr,,EUR,"-0,04",EUR,"-2847,18"
18-01-2017,08:01,CAMECO CORP,CA13321L1085,"Kauf 4 zu je 11,109",,EUR,"-44,44",EUR,"-2847,14"
17-01-2017,14:55,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,Transaktionsgebühr,,EUR,"-4,00",EUR,"-2802,70"
17-01-2017,14:55,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,Transaktionsgebühr,,EUR,"-0,05",EUR,"-2798,70"
17-01-2017,14:55,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,"Verkauf 16 zu je 7,3",,EUR,"116,80",EUR,"-2798,66"
16-01-2017,15:24,EURO STOXX 50 SL 3479.56  HB 174.04  ...,NL0011025960,Transaktionsgebühr,,EUR,"-4,00",EUR,"-2915,46"
16-01-2017,15:24,EURO STOXX 50 SL 3479.56  HB 174.04  ...,NL0011025960,Transaktionsgebühr,,EUR,"-0,03",EUR,"-2911,46"
16-01-2017,15:24,EURO STOXX 50 SL 3479.56  HB 174.04  ...,NL0011025960,"Kauf 30 zu je 2,2",,EUR,"-66,00",EUR,"-2911,42"
16-01-2017,09:02,DAIMLER AG NA O.N,DE0007100000,Transaktionsgebühr,,EUR,"-2,00",EUR,"-2845,42"
16-01-2017,09:02,DAIMLER AG NA O.N,DE0007100000,Transaktionsgebühr,,EUR,"-0,01",EUR,"-2843,42"
16-01-2017,09:02,DAIMLER AG NA O.N,DE0007100000,Verkauf 2 zu je 70,,EUR,"140,00",EUR,"-2843,42"
16-01-2017,09:00,ALLIANZ SE NA O.N,DE0008404005,Transaktionsgebühr,,EUR,"-2,00",EUR,"-2983,42"
16-01-2017,09:00,ALLIANZ SE NA O.N,DE0008404005,Transaktionsgebühr,,EUR,"-0,01",EUR,"-2981,42"
16-01-2017,09:00,ALLIANZ SE NA O.N,DE0008404005,"Verkauf 1 zu je 159,1",,EUR,"159,10",EUR,"-2981,40"
16-01-2017,09:00,ROYAL DUTCH SHELLA,GB00B03MLX29,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3140,50"
16-01-2017,09:00,ROYAL DUTCH SHELLA,GB00B03MLX29,Transaktionsgebühr,,EUR,"-0,12",EUR,"-3136,50"
16-01-2017,09:00,ROYAL DUTCH SHELLA,GB00B03MLX29,Verkauf 12 zu je 26,,EUR,"312,00",EUR,"-3136,38"
13-01-2017,14:37,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3448,38"
13-01-2017,14:37,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,Transaktionsgebühr,,EUR,"-0,06",EUR,"-3444,38"
13-01-2017,14:37,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,"Kauf 16 zu je 9,09",,EUR,"-145,44",EUR,"-3444,32"
13-01-2017,08:25,GOLD SL 1119.72  HB 8.50  FN 1119.72 ...,NL0011493820,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3298,88"
13-01-2017,08:25,GOLD SL 1119.72  HB 8.50  FN 1119.72 ...,NL0011493820,Transaktionsgebühr,,EUR,"-0,05",EUR,"-3294,88"
13-01-2017,08:25,GOLD SL 1119.72  HB 8.50  FN 1119.72 ...,NL0011493820,"Verkauf 15 zu je 8,47",,EUR,"127,05",EUR,"-3294,84"
09-01-2017,10:26,TELEFONICA DTLD HLDG AG,DE000A1J5RX9,Transaktionsgebühr,,EUR,"-2,00",EUR,"-3421,88"
09-01-2017,10:26,TELEFONICA DTLD HLDG AG,DE000A1J5RX9,Transaktionsgebühr,,EUR,"-0,01",EUR,"-3419,88"
09-01-2017,10:26,TELEFONICA DTLD HLDG AG,DE000A1J5RX9,"Verkauf 20 zu je 4,15",,EUR,"83,00",EUR,"-3419,88"
09-01-2017,09:04,"BP PLC DL-,25",GB0007980591,Transaktionsgebühr,,EUR,"-2,00",EUR,"-3502,88"
09-01-2017,09:04,"BP PLC DL-,25",GB0007980591,Transaktionsgebühr,,EUR,"-0,01",EUR,"-3500,88"
09-01-2017,09:04,"BP PLC DL-,25",GB0007980591,"Verkauf 22 zu je 5,942",,EUR,"130,72",EUR,"-3500,86"
09-01-2017,08:35,NASDAQ 100 SL 5026.68  HB 119.02  FN ...,NL0011850680,Verkauf 50 zu je 0,,EUR,"0,00",EUR,"-3631,59"
31-12-2016,00:00,,,Zinsen,,EUR,"-12,55",EUR,"-3631,59"
30-12-2016,10:51,,,Einrichtung von Handelsmodalitäten 2016,,EUR,"-10,00",EUR,"-3619,04"
28-12-2016,15:49,LYXOR UCITS ETF FTSE ATHEX LARGE CAP,FR0010405431,Transaktionsgebühr,,EUR,"-2,00",EUR,"-3609,04"
28-12-2016,15:49,LYXOR UCITS ETF FTSE ATHEX LARGE CAP,FR0010405431,Transaktionsgebühr,,EUR,"-0,01",EUR,"-3607,04"
28-12-2016,15:49,LYXOR UCITS ETF FTSE ATHEX LARGE CAP,FR0010405431,"Kauf 75 zu je 0,819",,EUR,"-61,42",EUR,"-3607,03"
28-12-2016,14:28,"NOS, SGPS",PTZON0AM0006,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3545,60"
28-12-2016,14:28,"NOS, SGPS",PTZON0AM0006,Transaktionsgebühr,,EUR,"-0,02",EUR,"-3541,60"
28-12-2016,14:28,"NOS, SGPS",PTZON0AM0006,"Kauf 10 zu je 5,55",,EUR,"-55,50",EUR,"-3541,58"
28-12-2016,11:35,,,Einzahlung,,EUR,"100,00",EUR,"-3486,08"
28-12-2016,08:01,NASDAQ 100 SL 5026.68  HB 119.02  FN ...,NL0011850680,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3586,08"
28-12-2016,08:01,NASDAQ 100 SL 5026.68  HB 119.02  FN ...,NL0011850680,Transaktionsgebühr,,EUR,"-0,01",EUR,"-3582,08"
28-12-2016,08:01,NASDAQ 100 SL 5026.68  HB 119.02  FN ...,NL0011850680,"Kauf 50 zu je 0,73",,EUR,"-36,50",EUR,"-3582,07"
19-12-2016,00:00,,,Währungswechsel (Ausbuchung),,GBP,"-3,33",GBP,"0,00"
19-12-2016,00:00,,,Währungswechsel (Einbuchung),"0,8401",EUR,"3,96",EUR,"-3545,57"
16-12-2016,13:40,SABINA GOLD+SILVER CORP,CA7852461093,Transaktionsgebühr,,EUR,"-7,50",EUR,"-3549,53"
16-12-2016,13:40,SABINA GOLD+SILVER CORP,CA7852461093,Transaktionsgebühr,,EUR,"-0,02",EUR,"-3542,03"
16-12-2016,13:40,SABINA GOLD+SILVER CORP,CA7852461093,"Kauf 50 zu je 0,621",,EUR,"-31,05",EUR,"-3542,01"
16-12-2016,09:04,AT + T INC. DL 1,US00206R1023,Transaktionsgebühr,,EUR,"-2,00",EUR,"-3510,96"
16-12-2016,09:04,AT + T INC. DL 1,US00206R1023,Transaktionsgebühr,,EUR,"-0,02",EUR,"-3508,96"
16-12-2016,09:04,AT + T INC. DL 1,US00206R1023,"Verkauf 5 zu je 39,6",,EUR,"198,00",EUR,"-3508,94"
16-12-2016,09:00,UNILEVER DR,NL0000009355,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3706,94"
16-12-2016,09:00,UNILEVER DR,NL0000009355,Transaktionsgebühr,,EUR,"-0,06",EUR,"-3702,94"
16-12-2016,09:00,UNILEVER DR,NL0000009355,"Verkauf 4 zu je 38,105",,EUR,"152,42",EUR,"-3702,88"
16-12-2016,08:43,RDSA DIVIDEND COUPON,RDSASCRIPDV,Verkauf 22 zu je 0,,USD,"0,00",USD,"0,00"
16-12-2016,08:31,RDSA DIVIDEND COUPON,RDSASCRIPDV,Dividende,,EUR,"9,71",EUR,"-3855,30"
16-12-2016,08:30,ENDEAVOUR SILVER CORP,CA29258Y1034,Transaktionsgebühr,,EUR,"-7,50",EUR,"-3865,01"
16-12-2016,08:30,ENDEAVOUR SILVER CORP,CA29258Y1034,Transaktionsgebühr,,EUR,"-0,13",EUR,"-3857,51"
16-12-2016,08:30,ENDEAVOUR SILVER CORP,CA29258Y1034,"Kauf 50 zu je 3,264",,EUR,"-163,20",EUR,"-3857,38"
16-12-2016,08:29,DAX SL 12174.41  HB 143.53  FN 12174....,NL0011207071,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3694,18"
16-12-2016,08:29,DAX SL 12174.41  HB 143.53  FN 12174....,NL0011207071,Transaktionsgebühr,,EUR,"-0,15",EUR,"-3690,18"
16-12-2016,08:29,DAX SL 12174.41  HB 143.53  FN 12174....,NL0011207071,"Kauf 40 zu je 9,07",,EUR,"-362,80",EUR,"-3690,03"
16-12-2016,08:28,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3327,23"
16-12-2016,08:28,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,Transaktionsgebühr,,EUR,"-0,02",EUR,"-3323,23"
16-12-2016,08:28,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,"Kauf 100 zu je 0,6",,EUR,"-60,00",EUR,"-3323,21"
16-12-2016,08:27,GOLD SL 1119.72  HB 8.50  FN 1119.72 ...,NL0011493820,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3263,21"
16-12-2016,08:27,GOLD SL 1119.72  HB 8.50  FN 1119.72 ...,NL0011493820,Transaktionsgebühr,,EUR,"-0,02",EUR,"-3259,21"
16-12-2016,08:27,GOLD SL 1119.72  HB 8.50  FN 1119.72 ...,NL0011493820,"Kauf 15 zu je 3,15",,EUR,"-47,25",EUR,"-3259,19"
16-12-2016,00:00,"BP PLC DL-,25",GB0007980591,Dividende,,GBP,"3,33",GBP,"3,33"
16-12-2016,00:00,,,Währungswechsel (Ausbuchung),,USD,"-5,17",USD,"0,00"
16-12-2016,00:00,,,Währungswechsel (Einbuchung),"1,0462",EUR,"4,94",EUR,"-3211,94"
15-12-2016,19:54,COCA-COLA COMPANY (THE,US1912161007,Währungswechsel (Ausbuchung),,USD,"-248,70",USD,"5,17"
15-12-2016,19:54,COCA-COLA COMPANY (THE,US1912161007,Währungswechsel (Einbuchung),"1,0417",EUR,"238,51",EUR,"-3216,88"
15-12-2016,19:54,COCA-COLA COMPANY (THE,US1912161007,Transaktionsgebühr,,EUR,"-0,50",EUR,"-3455,39"
15-12-2016,19:54,COCA-COLA COMPANY (THE,US1912161007,Transaktionsgebühr,,EUR,"-0,02",EUR,"-3454,89"
15-12-2016,19:54,COCA-COLA COMPANY (THE,US1912161007,"Verkauf 6 zu je 41,45",,USD,"248,70",USD,"253,87"
15-12-2016,09:37,GOLD SL 1125.49  HB 308.21  FN 1125.4...,NL0011616925,Verkauf 34 zu je 0,,EUR,"0,00",EUR,"-3454,87"
15-12-2016,09:37,EUR/USD SL 1.05  HB 496.80  FN 1.05  ...,NL0011204573,Verkauf 30 zu je 0,,EUR,"0,00",EUR,"-3454,87"
15-12-2016,00:00,MCDONALD'S CORPORATION,US5801351017,Dividende,,USD,"1,88",USD,"5,17"
15-12-2016,00:00,MCDONALD'S CORPORATION,US5801351017,Dividendensteuer,,USD,"-0,28",USD,"3,29"
15-12-2016,00:00,COCA-COLA COMPANY (THE,US1912161007,Dividende,,USD,"4,20",USD,"3,57"
15-12-2016,00:00,COCA-COLA COMPANY (THE,US1912161007,Dividendensteuer,,USD,"-0,63",USD,"-0,63"
08-12-2016,14:46,DAX SL 11961.18  HB 141.32  FN 11961....,NL0011206263,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3454,87"
08-12-2016,14:46,DAX SL 11961.18  HB 141.32  FN 11961....,NL0011206263,Transaktionsgebühr,,EUR,"-0,18",EUR,"-3450,87"
08-12-2016,14:46,DAX SL 11961.18  HB 141.32  FN 11961....,NL0011206263,"Kauf 50 zu je 8,97",,EUR,"-448,50",EUR,"-3450,69"
08-12-2016,09:26,DAX SL 11151.11  HB 131.04  FN 11151....,NL0011483839,Verkauf 40 zu je 0,,EUR,"0,00",EUR,"-3002,19"
08-12-2016,08:06,DAX SL 10430.60  HB 5.44  FN 10430.60...,NL0011859939,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3002,19"
08-12-2016,08:06,DAX SL 10430.60  HB 5.44  FN 10430.60...,NL0011859939,Transaktionsgebühr,,EUR,"-0,06",EUR,"-2998,19"
08-12-2016,08:06,DAX SL 10430.60  HB 5.44  FN 10430.60...,NL0011859939,"Verkauf 20 zu je 7,29",,EUR,"145,80",EUR,"-2998,13"
08-12-2016,08:06,DAX SL 10361.5450  HB 5.45  FN 10361....,DE000CX59FH3,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3143,93"
08-12-2016,08:06,DAX SL 10361.5450  HB 5.45  FN 10361....,DE000CX59FH3,Transaktionsgebühr,,EUR,"-0,08",EUR,"-3139,93"
08-12-2016,08:06,DAX SL 10361.5450  HB 5.45  FN 10361....,DE000CX59FH3,"Verkauf 25 zu je 8,25",,EUR,"206,25",EUR,"-3139,85"
08-12-2016,08:02,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3346,10"
08-12-2016,08:02,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,Transaktionsgebühr,,EUR,"-0,11",EUR,"-3342,10"
08-12-2016,08:02,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,"Verkauf 25 zu je 10,95",,EUR,"273,75",EUR,"-3341,99"
07-12-2016,09:26,S&P 500 SL 2239.44 HB 104.20 FN 2239....,NL0011848502,Verkauf 400 zu je 0,,EUR,"0,00",EUR,"-3615,74"
07-12-2016,08:11,DAX SL 10430.60  HB 5.44  FN 10430.60...,NL0011859939,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3615,74"
07-12-2016,08:11,DAX SL 10430.60  HB 5.44  FN 10430.60...,NL0011859939,Transaktionsgebühr,,EUR,"-0,04",EUR,"-3611,74"
07-12-2016,08:11,DAX SL 10430.60  HB 5.44  FN 10430.60...,NL0011859939,"Kauf 20 zu je 5,46",,EUR,"-109,20",EUR,"-3611,70"
07-12-2016,00:00,,,Währungswechsel (Ausbuchung),,GBP,"-2,41",GBP,"0,00"
07-12-2016,00:00,,,Währungswechsel (Einbuchung),"0,8524",EUR,"2,83",EUR,"-3502,50"
06-12-2016,15:33,NASDAQ 100 SL 4673.25  HB 5.31  FN 46...,NL0011855176,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3505,33"
06-12-2016,15:33,NASDAQ 100 SL 4673.25  HB 5.31  FN 46...,NL0011855176,Transaktionsgebühr,,EUR,"-0,03",EUR,"-3501,33"
06-12-2016,15:33,NASDAQ 100 SL 4673.25  HB 5.31  FN 46...,NL0011855176,"Verkauf 50 zu je 1,59",,EUR,"79,50",EUR,"-3501,30"
06-12-2016,09:20,DAX SL 10361.5450  HB 5.45  FN 10361....,DE000CX59FH3,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3580,80"
06-12-2016,09:20,DAX SL 10361.5450  HB 5.45  FN 10361....,DE000CX59FH3,Transaktionsgebühr,,EUR,"-0,05",EUR,"-3576,80"
06-12-2016,09:20,DAX SL 10361.5450  HB 5.45  FN 10361....,DE000CX59FH3,"Kauf 25 zu je 4,85",,EUR,"-121,25",EUR,"-3576,75"
06-12-2016,00:00,"HSBC HLDGS PLC DL-,50",GB0005405286,Dividende,,GBP,"2,41",GBP,"2,41"
05-12-2016,16:00,GOLD SL 1125.49  HB 308.21  FN 1125.4...,NL0011616925,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3455,50"
05-12-2016,16:00,GOLD SL 1125.49  HB 308.21  FN 1125.4...,NL0011616925,Transaktionsgebühr,,EUR,"-0,03",EUR,"-3451,50"
05-12-2016,16:00,GOLD SL 1125.49  HB 308.21  FN 1125.4...,NL0011616925,"Kauf 20 zu je 3,65",,EUR,"-73,00",EUR,"-3451,47"
05-12-2016,15:32,ENDEAVOUR SILVER CORP,CA29258Y1034,Transaktionsgebühr,,EUR,"-7,50",EUR,"-3378,47"
05-12-2016,15:32,ENDEAVOUR SILVER CORP,CA29258Y1034,Transaktionsgebühr,,EUR,"-0,14",EUR,"-3370,97"
05-12-2016,15:32,ENDEAVOUR SILVER CORP,CA29258Y1034,"Verkauf 50 zu je 3,57",,EUR,"178,50",EUR,"-3370,83"
05-12-2016,09:47,DAX SL 10361.5450  HB 5.45  FN 10361....,DE000CX59FH3,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3549,33"
05-12-2016,09:47,DAX SL 10361.5450  HB 5.45  FN 10361....,DE000CX59FH3,Transaktionsgebühr,,EUR,"-0,03",EUR,"-3545,33"
05-12-2016,09:47,DAX SL 10361.5450  HB 5.45  FN 10361....,DE000CX59FH3,"Verkauf 14 zu je 5,01",,EUR,"70,14",EUR,"-3545,30"
02-12-2016,16:27,DAX SL 10361.5450  HB 5.45  FN 10361....,DE000CX59FH3,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3615,44"
02-12-2016,16:27,DAX SL 10361.5450  HB 5.45  FN 10361....,DE000CX59FH3,Transaktionsgebühr,,EUR,"-0,02",EUR,"-3611,44"
02-12-2016,16:27,DAX SL 10361.5450  HB 5.45  FN 10361....,DE000CX59FH3,"Kauf 14 zu je 3,6",,EUR,"-50,40",EUR,"-3611,42"
02-12-2016,15:53,NASDAQ 100 SL 4673.25  HB ,NL0011855176,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3561,02"
,,5.31  FN 46...,,,,,,,
02-12-2016,15:53,NASDAQ 100 SL 4673.25  HB 5.31  FN 46...,NL0011855176,Transaktionsgebühr,,EUR,"-0,03",EUR,"-3557,02"
02-12-2016,15:53,NASDAQ 100 SL 4673.25  HB 5.31  FN 46...,NL0011855176,"Kauf 50 zu je 1,26",,EUR,"-63,00",EUR,"-3556,99"
01-12-2016,15:24,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3493,99"
01-12-2016,15:24,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,Transaktionsgebühr,,EUR,"-0,12",EUR,"-3489,99"
01-12-2016,15:24,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,"Kauf 25 zu je 11,97",,EUR,"-299,25",EUR,"-3489,87"
01-12-2016,14:54,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3190,62"
01-12-2016,14:54,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,Transaktionsgebühr,,EUR,"-0,16",EUR,"-3186,62"
01-12-2016,14:54,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,"Verkauf 35 zu je 11,6",,EUR,"406,00",EUR,"-3186,46"
01-12-2016,09:31,GOLD SL 1125.49  HB 308.21  FN 1125.4...,NL0011616925,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3592,46"
01-12-2016,09:31,GOLD SL 1125.49  HB 308.21  FN 1125.4...,NL0011616925,Transaktionsgebühr,,EUR,"-0,03",EUR,"-3588,46"
01-12-2016,09:31,GOLD SL 1125.49  HB 308.21  FN 1125.4...,NL0011616925,"Kauf 14 zu je 4,53",,EUR,"-63,42",EUR,"-3588,43"
30-11-2016,16:14,EUR/USD SL 1.05  HB 496.80  FN 1.05  ...,NL0011204573,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3525,01"
30-11-2016,16:14,EUR/USD SL 1.05  HB 496.80  FN 1.05  ...,NL0011204573,Transaktionsgebühr,,EUR,"-0,02",EUR,"-3521,01"
30-11-2016,16:14,EUR/USD SL 1.05  HB 496.80  FN 1.05  ...,NL0011204573,"Kauf 30 zu je 1,55",,EUR,"-46,50",EUR,"-3520,99"
30-11-2016,10:29,DAX SL 10361.5450  HB 5.45  FN 10361....,DE000CX59FH3,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3474,49"
30-11-2016,10:29,DAX SL 10361.5450  HB 5.45  FN 10361....,DE000CX59FH3,Transaktionsgebühr,,EUR,"-0,06",EUR,"-3470,49"
30-11-2016,10:29,DAX SL 10361.5450  HB 5.45  FN 10361....,DE000CX59FH3,"Verkauf 30 zu je 4,95",,EUR,"148,50",EUR,"-3470,43"
30-11-2016,00:00,,,Zinsen,,EUR,"-7,51",EUR,"-3618,93"
29-11-2016,16:24,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3611,42"
29-11-2016,16:24,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,Transaktionsgebühr,,EUR,"-0,02",EUR,"-3607,42"
29-11-2016,16:24,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,Kauf 5 zu je 10,,EUR,"-50,00",EUR,"-3607,40"
29-11-2016,14:44,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3557,40"
29-11-2016,14:44,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,Transaktionsgebühr,,EUR,"-0,13",EUR,"-3553,40"
29-11-2016,14:44,GOLD SL 1287.71  HB 155.64  FN 1287.7...,NL0011860176,"Kauf 30 zu je 10,6",,EUR,"-318,00",EUR,"-3553,27"
28-11-2016,10:01,S&P 500 SL 2239.44 HB 104.20 FN 2239....,NL0011848502,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3235,27"
28-11-2016,10:01,S&P 500 SL 2239.44 HB 104.20 FN 2239....,NL0011848502,Transaktionsgebühr,,EUR,"-0,02",EUR,"-3231,27"
28-11-2016,10:01,S&P 500 SL 2239.44 HB 104.20 FN 2239....,NL0011848502,"Kauf 100 zu je 0,42",,EUR,"-42,00",EUR,"-3231,25"
25-11-2016,11:30,,,Einzahlung,,EUR,"100,00",EUR,"-3189,25"
25-11-2016,08:20,SABINA GOLD+SILVER CORP,CA7852461093,Transaktionsgebühr,,EUR,"-7,50",EUR,"-3289,25"
25-11-2016,08:20,SABINA GOLD+SILVER CORP,CA7852461093,Transaktionsgebühr,,EUR,"-0,03",EUR,"-3281,75"
25-11-2016,08:20,SABINA GOLD+SILVER CORP,CA7852461093,"Kauf 50 zu je 0,709",,EUR,"-35,45",EUR,"-3281,72"
25-11-2016,08:18,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3246,27"
25-11-2016,08:18,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,Transaktionsgebühr,,EUR,"-0,04",EUR,"-3242,27"
25-11-2016,08:18,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,"Kauf 100 zu je 1,03",,EUR,"-103,00",EUR,"-3242,23"
25-11-2016,08:14,"HARMONY GOLD MNG RC-,50",ZAE000015228,Transaktionsgebühr,,EUR,"-7,50",EUR,"-3139,23"
25-11-2016,08:14,"HARMONY GOLD MNG RC-,50",ZAE000015228,Transaktionsgebühr,,EUR,"-0,09",EUR,"-3131,73"
